
*************************************************************************************

11.10.2020 02:14:24.945 действие: Энергия корабля уменьшена на 1 единиц, и равна 99 
11.10.2020 02:14:26.442 действие: Энергия корабля увеличена на 5 единиц, и равна 104 

*************************************************************************************

11.10.2020 02:14:39.642 действие: Энергия корабля уменьшена на 1 единиц, и равна 99 
11.10.2020 02:14:39.702 действие: Энергия корабля уменьшена на 1 единиц, и равна 98 
11.10.2020 02:14:39.760 действие: Энергия корабля уменьшена на 1 единиц, и равна 97 
11.10.2020 02:14:39.825 действие: Энергия корабля уменьшена на 1 единиц, и равна 96 
11.10.2020 02:14:39.889 действие: Энергия корабля уменьшена на 1 единиц, и равна 95 
11.10.2020 02:14:39.953 действие: Энергия корабля уменьшена на 1 единиц, и равна 94 
11.10.2020 02:14:40.014 действие: Энергия корабля уменьшена на 1 единиц, и равна 93 
11.10.2020 02:14:40.074 действие: Энергия корабля уменьшена на 1 единиц, и равна 92 
11.10.2020 02:14:40.137 действие: Энергия корабля уменьшена на 1 единиц, и равна 91 
11.10.2020 02:14:40.201 действие: Энергия корабля уменьшена на 1 единиц, и равна 90 
11.10.2020 02:14:40.261 действие: Энергия корабля уменьшена на 1 единиц, и равна 89 
11.10.2020 02:14:40.323 действие: Энергия корабля уменьшена на 1 единиц, и равна 88 
11.10.2020 02:14:40.387 действие: Энергия корабля уменьшена на 1 единиц, и равна 87 
11.10.2020 02:14:40.447 действие: Энергия корабля уменьшена на 1 единиц, и равна 86 
11.10.2020 02:14:40.509 действие: Энергия корабля уменьшена на 1 единиц, и равна 85 
11.10.2020 02:14:40.576 действие: Энергия корабля уменьшена на 1 единиц, и равна 84 
11.10.2020 02:14:40.634 действие: Энергия корабля уменьшена на 1 единиц, и равна 83 
11.10.2020 02:14:40.698 действие: Энергия корабля уменьшена на 1 единиц, и равна 82 
11.10.2020 02:14:40.759 действие: Энергия корабля уменьшена на 1 единиц, и равна 81 
11.10.2020 02:14:40.826 действие: Энергия корабля уменьшена на 1 единиц, и равна 80 
11.10.2020 02:14:40.886 действие: Энергия корабля уменьшена на 1 единиц, и равна 79 
11.10.2020 02:14:40.950 действие: Энергия корабля уменьшена на 1 единиц, и равна 78 
11.10.2020 02:14:41.010 действие: Энергия корабля уменьшена на 1 единиц, и равна 77 
11.10.2020 02:14:41.073 действие: Энергия корабля уменьшена на 1 единиц, и равна 76 
11.10.2020 02:14:41.760 действие: Энергия корабля увеличена на 5 единиц, и равна 81 
11.10.2020 02:14:41.822 действие: Энергия корабля увеличена на 5 единиц, и равна 86 
11.10.2020 02:14:42.260 действие: Энергия корабля увеличена на 5 единиц, и равна 91 
11.10.2020 02:14:42.758 действие: Энергия корабля увеличена на 50 единиц, и равна 141 
11.10.2020 02:14:44.945 действие: Энергия корабля уменьшена на 1 единиц, и равна 140 
11.10.2020 02:14:45.007 действие: Энергия корабля уменьшена на 1 единиц, и равна 139 
11.10.2020 02:14:45.073 действие: Энергия корабля уменьшена на 1 единиц, и равна 138 
11.10.2020 02:14:45.133 действие: Энергия корабля уменьшена на 1 единиц, и равна 137 
11.10.2020 02:14:45.196 действие: Энергия корабля уменьшена на 1 единиц, и равна 136 
11.10.2020 02:14:46.130 действие: Энергия корабля увеличена на 5 единиц, и равна 141 
11.10.2020 02:14:46.817 действие: Энергия корабля уменьшена на 1 единиц, и равна 140 
11.10.2020 02:14:46.879 действие: Энергия корабля уменьшена на 1 единиц, и равна 139 
11.10.2020 02:14:46.946 действие: Энергия корабля уменьшена на 1 единиц, и равна 138 
11.10.2020 02:14:47.005 действие: Энергия корабля уменьшена на 1 единиц, и равна 137 
11.10.2020 02:14:47.068 действие: Энергия корабля уменьшена на 1 единиц, и равна 136 
11.10.2020 02:14:47.130 действие: Энергия корабля уменьшена на 1 единиц, и равна 135 
11.10.2020 02:14:47.191 действие: Энергия корабля уменьшена на 1 единиц, и равна 134 
11.10.2020 02:14:47.191 действие: Энергия корабля увеличена на 5 единиц, и равна 139 
11.10.2020 02:14:47.254 действие: Энергия корабля уменьшена на 1 единиц, и равна 138 
11.10.2020 02:14:47.317 действие: Энергия корабля уменьшена на 1 единиц, и равна 137 
11.10.2020 02:14:47.379 действие: Энергия корабля уменьшена на 1 единиц, и равна 136 
11.10.2020 02:14:47.440 действие: Энергия корабля уменьшена на 1 единиц, и равна 135 
11.10.2020 02:14:47.504 действие: Энергия корабля уменьшена на 1 единиц, и равна 134 
11.10.2020 02:14:47.567 действие: Энергия корабля уменьшена на 1 единиц, и равна 133 
11.10.2020 02:14:48.505 действие: Энергия корабля увеличена на 5 единиц, и равна 138 
11.10.2020 02:14:49.690 действие: Энергия корабля уменьшена на 1 единиц, и равна 137 
11.10.2020 02:14:49.752 действие: Энергия корабля уменьшена на 1 единиц, и равна 136 
11.10.2020 02:14:50.439 действие: Энергия корабля увеличена на 5 единиц, и равна 141 

*************************************************************************************

11.10.2020 02:15:28.404 действие: Энергия корабля уменьшена на 1 единиц, и равна 99 
11.10.2020 02:15:28.466 действие: Энергия корабля уменьшена на 1 единиц, и равна 98 
11.10.2020 02:15:28.522 действие: Энергия корабля уменьшена на 1 единиц, и равна 97 
11.10.2020 02:15:28.587 действие: Энергия корабля уменьшена на 1 единиц, и равна 96 
11.10.2020 02:15:28.649 действие: Энергия корабля уменьшена на 1 единиц, и равна 95 
11.10.2020 02:15:28.710 действие: Энергия корабля уменьшена на 1 единиц, и равна 94 
11.10.2020 02:15:28.778 действие: Энергия корабля уменьшена на 1 единиц, и равна 93 
11.10.2020 02:15:28.837 действие: Энергия корабля уменьшена на 1 единиц, и равна 92 
11.10.2020 02:15:28.899 действие: Энергия корабля уменьшена на 1 единиц, и равна 91 
11.10.2020 02:15:28.965 действие: Энергия корабля уменьшена на 1 единиц, и равна 90 
11.10.2020 02:15:32.286 действие: Энергия корабля уменьшена на 1 единиц, и равна 89 
11.10.2020 02:15:32.348 действие: Энергия корабля уменьшена на 1 единиц, и равна 88 
